is_hazmat,reason,item_id,title,description,domain_id
False,"O produto é um brinquedo educativo com um motor e circuito simples, não há menção de baterias de lítio perigosas, produtos químicos, gases ou outros materiais regulamentados.",MLB49192923,Cancela Motorizada - Brinquedo Educativo 4m,"Cancela motorizada - brinquedo educativo 4m

Descrição:
Cancela motorizada - brinquedo educativo 4m permite a criança construir uma cancela robótica motorizada para impedir intrusos de entrarem em seu quarto. 

Como a cancela motorizada - brinquedo educativo 4m funciona:
O motor tem uma engrenagem helicoidal que gira um eixo que levanta ou abaixa os braços a e b. O metal no cartão-chave completa um circuito que permite que o motor funcione quando a criança pressiona o botão superior. O mecanismo de junção levanta a extremidade externa da barreira quando a extremidade interna abaixa, e abaixa a extremidade externa da barreira quando a extremidade interna sobe.

Composição:
Conteúdo conforme ilustrado  
Instruções detalhadas incluídas  
Manual de instruções em português também disponível em:

Segurança do brinquedo:
Registro 006498/2022 - ocp 0098

Dimensões aproximadas com embalagem:
Altura: 07 cm  
Largura: 22 cm  
Profundidade: 24 cm  
Peso: 0,400 kg  

Classificação indicativa:
A partir de 5 anos.",MLB-AUTOMATIC_BARRIERS
True,"Tinta esmalte sintética geralmente contém solventes inflamáveis, classificando-a como material perigoso.",MLB32404466,Tinta Esmalte Sintético Cobre Metálico 14ml Revell Rev 32193,"TINTA ESMALTE SINTÉTICO COBRE METÁLICO 14ML 93 REVELL REV 32193.

Especificações:

Revell Color é uma tinta esmalte de resina sintética adequada para a superfície plástica de modelos plásticos e uma variedade de outros materiais. O frasco de tinta de 14ml é apreciado por entusiastas. As cores podem ser misturadas entre si, exceto as cores de sinal, e diluídas com Revell Color Mix. A aplicação pode ser feita com pincel ou pistola. Para limpeza, utiliza-se Revell Painta Clean para pincéis e Revell Airbrush Clean para pistola.

Item destinado para HOBBY/MODELISMO/COLECIONISMO.
Faixa etária: 14 anos e acima.
Imagens e fotos são ilustrativas. A aparência e características do produto dependem de como ele é utilizado pelo usuário.",MLB-AUTOMODELISM_VEHICLES
False,Pneus não são classificados como materiais perigosos para transporte.,MLB44086198,Pneu Firestone Agrícola Super All Traction 23°,,MLB-AUTOMOTIVE_TIRES
False,Um 'azadón' é uma ferramenta agrícola e não contém materiais perigosos.,MLB35362703,Azadon 222-c Bellota Agrícola Indústria,,MLB-AXES
False,"O produto é um brinquedo educativo e não contém materiais perigosos como inflamáveis, corrosivos, tóxicos ou baterias de lítio.",MLB53615644,Centros de atividades Mega Impress Brinquedo Educativo Educativo,,MLB-BABY_ACTIVITY_CENTERS_AND_GYMS
False,"Não há indicação de materiais perigosos como inflamáveis, corrosivos, tóxicos ou explosivos. Embora o brinquedo tenha luzes e sons, o tipo de bateria não é especificado como lítio, e pode utilizar baterias comuns (ex: alcalinas) que não são consideradas Hazmat.",MLB46004451,Brinquedo educativo Ok Baby Joystick,"Descubra esse maravilhoso joystick interativo! Com luzes e sons, este brinquedo foi projetado para estimular o desenvolvimento motor e mental das crianças. Seus botões de som, rangidos e o botão liga/desliga oferecem uma experiência sensorial única, enquanto os estímulos visuais mantêm a atenção das crianças. Medindo 18,2 x 9,7 x 5 cm, é perfeito para mãos pequenas. Recomendado para crianças a partir dos 18 meses, este brinquedo é ideal para crianças de 2 a 4 anos. Feito de plástico, é leve e fácil de manusear. Embora não inclua bateria, funciona com baterias, o que garante horas de diversão. As imagens e as cores são meramente ilustrativas e podem variar, garantindo que cada experiência seja única. Dê ao seu filho a oportunidade de explorar e aprender enquanto brinca!",MLB-BABY_ACTIVITY_TABLES
False,"O produto é um brinquedo educativo de plástico com música e um babador de silicone. Não há indicação de materiais perigosos como baterias de lítio, líquidos inflamáveis, corrosivos ou tóxicos.",MLB28312203,Brinquedo Educativo Com Música + Babador De Silicone Amarelo,"Brinquedo Educativo com Música:

Este brinquedo educativo, chamado Paradise Educativo, possui diversos sons diferentes para entreter e ensinar as crianças ao mesmo tempo.

Possui 4 modos:
Modo 1: Som e nome dos animais, notas musicais.
Modo 2: Som dos animais / música.
Modo 3: Música com som dos animais / música.
Modo 4: Jogo Onde está o animal / música.

ESPECIFICAÇÕES:
Marca: DM Toys
Dimensões: 17x5x15 cm (Largura x Comprimento x Altura)
Peso do produto: 0,24 kg
Materiais: Plástico.
Referência do Fabricante: DMT4335
Utiliza 3 pilhas 1,5V AA (não inclusas).
Itens inclusos: 01 paradise educativo.

----------------------------------------------------------------------------------

Babador de Silicone: 

Babador de silicone com Cata Migalhas Livre de BPA

O babador em silicone da Uny Home possui design anatômico e moderno, ainda oferece um coletor de resíduos, que recolhe migalhas e restos de comidas.

Produzido em silicone livre de BPA e impermeável, evitando que a roupa da criança fique úmida por baixo do babador.
Fácil de guardar e transportar.

Peso e tamanho aproximados:
Peso: 0,070kg
Tamanho: 30 x 24 x 3 cm",MLB-BABY_BIBS
False,"É uma peça de vestuário de algodão, que não se enquadra em nenhuma categoria de material perigoso.",MLB51092472,Camiseta estampada de algodão 100% natural American Baby Compa,,MLB-BABY_BLANKETS
False,"O produto é uma camiseta de algodão, que não se enquadra em nenhuma categoria de material perigoso.",MLB64408252,"Camiseta Pachibebes Body, 100% algodão verde musgo, tamanho 6-9 m",,MLB-BABY_BODYSUITS
False,"Silicone não é classificado como material perigoso nas suas formas comuns, não sendo inflamável, corrosivo, tóxico ou explosivo.",MLB54897713,Kuka100% Silicone Soft Silicone,,MLB-BABY_BOTTLES
False,"O produto é um canguru para bebê, um item de vestuário/acessório têxtil, e não contém materiais perigosos como inflamáveis, corrosivos, tóxicos ou baterias.",MLB23797600,Canguru Kowak Baby Jeans 2 Posições Confortável até 15Kg,"Canguru Baby Cadeirinha 2 Posições.

Canguru Cadeirinha foi desenvolvido especialmente para proporcionar conforto, segurança e praticidade aos pais que querem estar sempre perto do seu bebê.
Possui duas formas diferentes de uso:
A primeira opção serve para acomodar o bebê a partir dos 02 meses, essa opção a criança vai de frente para a mamãe.
A segunda opção acomoda o bebê a partir dos 06 meses, essa opção a criança vai olhando para a rua, na mesma direção que a pessoa que tiver vestindo o Canguru Cadeirinha.

MODELO: Canguru Cadeirinha com Bolso
CAPACIDADE: 15Kg
TAMANHO: Único
COR: Marinho, Vermelho, Bege, Preto
PESO: 0,302g
MATERIAL EXTERNO: 100% Algodão
MATERIAL INTERNO: 67% Poliéster e 33% Algodão 
FAIXA ETÁRIA: 02 a 18 meses
Possui Bolso na parte frontal.",MLB-BABY_CARRIERS
False,"Trocadores descartáveis são produtos de higiene pessoal e não contêm substâncias inflamáveis, corrosivas, tóxicas ou outras classificadas como materiais perigosos.",MLB59571144,Trocadores descartáveis para trocadores para travesseiro/debaixo do travesseiro,,MLB-BABY_CHANGING_PADS
False,"O produto é um conjunto de roupas infantis, não contendo materiais perigosos como inflamáveis, corrosivos, tóxicos ou baterias.",MLB64483474,Conjunto Menino Camisa Azul Royal Ml + Calça Jeans Preta Cor Azul/preto Tamanho Tam. 6,"Roupa Social Menino - Bebê ideal para Festas, Batizado, Casamento. Acompanha Camisa Social Manga Longa em algodão e Calça Preta com elastano e regulagem interna, confeccionados em material de alta qualidade, extremamente Confortável.

CALÇA
- Confeccionado em algodão. 98% algodão / 2% elastano
- Regulagem interna
- 2 bolsos traseiros
- Modelagem Skinny
- Fechamento por botão e zíper

CAMISA SOCIAL
- Confeccionada em 98% algodão 2% elastano
- Tecido confortável
- Não causa alergia. Tecido sintético pode causar.
- Modelagem slim
- Pequeno Bordado Frontal
- Botões frontais para fechamento

Medidas Calça (P ao 16):
Tam. P - Comprim. 39cm / Cintura 21cm  
Tam. M - Comprim. 44cm / Cintura 22cm  
Tam. G - Comprim. 45,5cm / Cintura 23cm  
Tam. 1 - Comprim. 51cm / Cintura 24cm  
Tam. 2 - Comprim. 55cm / Cintura 26cm  
Tam. 3 - Comprim. 58cm / Cintura 28cm  
Tam. 4 - Comprim. 62cm / Cintura 29cm  
Tam. 6 - Comprim. 68cm / Cintura 30cm  
Tam. 8 - Comprim. 74cm / Cintura 33cm  
Tam. 10- Comprim. 86cm / Cintura 33,5cm  
Tam. 12- Comprim. 91cm / Cintura 35cm  
Tam. 14- Comprim. 96cm / Cintura 36cm  
Tam. 16- Comprim. 101cm / Cintura 38cm  

CAMISA SOCIAL M/L
TAM.P - COMPRIMENTO 38 cm, CINTURA 21 CM, MANGA 23 CM, OMBRO 5 CM  
TAM.M - COMPRIMENTO 41 CM, CINTURA 22 CM, MANGA 25,5 CM, OMBRO 6 CM  
TAM.G - COMPRIMENTO 41 CM, CINTURA 23 CM, MANGA 26 CM, OMBRO 6 CM  
TAM. 1 - COMPRIMENTO 36CM, CINTURA 25cm, MANGA 36CM  
TAM.2 - COMPRIMENTO 37cm, CINTURA 27cm, MANGA 37CM  
TAM.3 - COMPRIMENTO 41cm, CINTURA 28cm, MANGA 38CM  
TAM.4 - COMPRIMENTO 43cm, CINTURA 32cm, MANGA 40CM  
TAM.6 - COMPRIMENTO 48cm, CINTURA 34cm, MANGA 45CM  
TAM.8 - COMPRIMENTO 53cm, CINTURA 37cm, MANGA 47CM  

* As medidas indicadas no guia de tamanhos referem-se às medidas da peça, e não do corpo.  
* Lembramos que este guia é somente referência com medidas aproximadas, uma vez que cada marca tem seu própria medida.",MLB-BABY_CLOTHING_SETS
False,"O produto é um copo para bebê, livre de BPA e substâncias tóxicas, não contendo materiais perigosos ou regulamentados.",MLB41289604,Copo moderno de camada dupla com sorbet Cod 17386 La Torre Color Rugby Rugby,"Sem BPA 
 Este produto foi desenvolvido para seu bebê e sua tranquilidade, pois como não contém BPA, qualquer bebida que seu bebê ingira estará livre de substâncias tóxicas que podem afetar seu corpo pequeno.",MLB-BABY_CUPS_AND_MUGS
False,"Não contém materiais inflamáveis, corrosivos, tóxicos ou outros materiais perigosos.",MLB26824101,Travesseiro Papi Baby Travesseiro -,,MLB-BABY_CUSHIONS_AND_PILLOWS
False,"O produto é um abajur infantil decorativo e não contém substâncias perigosas, baterias de lítio ou outros materiais regulamentados.",MLB28337023,Lustres Sh Design Abajur infantil flores Abajur infantil flores decorar quartinho de bebê menina rosa,,MLB-BABY_DOOR_HANGERS
False,"O produto é um conjunto de refeição infantil feito de silicone, sem materiais perigosos como inflamáveis, corrosivos, tóxicos ou baterias de lítio.",MLB36693454,Conjunto Refeição Introdução Alimentar Infantil Talher Babador Infantil Kit 6 Peças Cor Azul,"KIT COM 6 PEÇAS PARA A INTRODUÇÃO ALIMENTAR DO SEU BEBÊ

O Kit completo para a introdução alimentar do seu bebê. Tornando esse momento muito mais agradável e gostoso para toda a família.
Perfeito para estimular a autonomia do bebê, pois tem ventosas muito fortes o que proporciona maior segurança, caneca com pegador dos dois lados, babador largo e com pega migalhas e talheres ergonômicos.

ESPECIFICAÇÕES:

- Sem a presença de BPA (Livre de Bisfenol A).
- Silicone de alta qualidade.
- Fácil de lavar.
- Não retém odor.
- Recomendado para bebês a partir de 3 meses.
- Suporta temperaturas de até 220°C.
- Pode ser utilizado em micro-ondas, air fryer, lava-louças e freezer.

Silicone de alta qualidade com um material cuidadosamente escolhido, garantindo uma textura suave e agradável, além de ser resistente a altas temperaturas.

A segurança do seu filho é nossa prioridade, por isso esse kit de introdução alimentar é livre de BPA, proporcionando uma alimentação saudável sem perigos de soltar substâncias dos produtos nos alimentos.
Resistente, fácil de lavar e guardar.

Preserve a pureza dos alimentos com a proteção contra odores, proporcionando uma experiência de alimentação fresca a cada utilização.

ITENS DO CONJUNTO DE INTRODUÇÃO ALIMENTAR EM SILICONE

1x Prato com 3 Divisórias com Ventosas
1x Bowl com Ventosa
1x Babador de Silicone
1x Garfo para refeição em Silicone com cabo de bambu.
1x Colher para refeição em Silicone com cabo de bambu.
1x Copo com pegador e medidor 150ml.",MLB-BABY_FEEDING_KITS
False,"O produto é um conjunto de talheres infantis feito de aço inoxidável e plástico, não contendo materiais perigosos como inflamáveis, corrosivos ou tóxicos.",MLB44851892,Talher Infantil Gato Branco 3 Peças,"Talher Infantil Gato Branco - 3 Peças  
Transforme a hora da refeição em um momento lúdico e divertido com o conjunto de talheres infantis da marca Hercules. Este kit, que inclui um garfo de 17,7 cm, uma faca de 16,8 cm e uma colher de 17 cm, é ideal para crianças de 0 a 24 meses, despertando a imaginação e o interesse dos pequenos pela alimentação. Fabricado em aço inoxidável e com cabo de plástico livre de BPA, garante segurança e durabilidade. Além disso, o design ergonômico facilita o manuseio, tornando a experiência ainda mais agradável. O conjunto é apto para lava-louças, facilitando a limpeza, e vem em embalagem blister, pronto para presentear. Com este talher, cada refeição se torna uma aventura deliciosa!",MLB-BABY_FLATWARE_KITS
False,"O produto é um abajur de MDF com pintura acrílica PVA atóxica, não contendo materiais perigosos como baterias de lítio, líquidos inflamáveis, corrosivos ou tóxicos.",MLB53752448,Kit de cuidado para bebês Neném Nuvem Abajur Urso Aviador Abajur MDF - x 1,"Medidas:  
Altura: 26 cm  
Largura: 14,5 cm  
Profundidade: 14,5 cm  

Características Destacadas:  

- Estrutura em MDF de 3mm: Extra resistente e durável, garantindo que o abajur acompanhe todas as fases do crescimento do seu bebê.  
- Pintura Acrílica PVA Semi Brilho Branca Atóxica: Uma tonalidade suave para compor perfeitamente à decoração, quanto a pintura, atóxica, facilita a limpeza e assegura a segurança para o seu bebê.  
- Desenho do Tema em Alto Relevo: Detalhes encantadores que adicionam um toque único ao quarto, proporcionando uma atmosfera mágica.  
- Detalhes e Corte a Laser: Com um corte a laser de desenho infantil na lateral, a luz transcende a forma cortada, refletindo imagens encantadoras nas paredes do quarto.  
- Aplique de MDF em Alto Relevo: Um toque super detalhado, cortado milimetricamente, adicionando um charme extra ao abajur.  

Transforme o quarto do seu bebê em um refúgio acolhedor e iluminado com o ""Abajur Luminária Infantil Quarto Infantil Kit Higiene"".",MLB-BABY_GROOMING_KITS
False,"O produto é um xilofone infantil de MDF, não contendo substâncias perigosas, baterias ou outros materiais regulamentados.",MLB26768838,Xilofone Infantil Dino Brinquedo Educativo Em Mdf,"O Xilofone Infantil Dino Brinquedo Educativo Em Mdf é perfeito para estimular a criatividade e o desenvolvimento musical das crianças. Feito em MDF de alta qualidade, garante durabilidade e resistência. Com seu design divertido de dinossauro, o xilofone é um brinquedo educativo que proporciona diversão e aprendizado ao mesmo tempo. As cores vibrantes e as teclas coloridas ajudam as crianças a identificar as notas musicais, desenvolvendo habilidades auditivas e motoras. Ideal para presentear e encantar os pequenos músicos em formação.",MLB-BABY_MOBILES
False,"O produto é um travesseiro de espuma viscoelástica, não contendo materiais perigosos como inflamáveis, corrosivos ou tóxicos.",MLB64564043,"Abe Travesseiro De Carro Para Crianças, Travesseiro De Pescoço De Viagem Para Crianças, Travesseiro De Encosto De Cabeça Para Assento De Carro, Suporte De Pescoço Para Assento De Carro, Travesseiro...","Almofada de carro ABE para crianças, travesseiro de pescoço de viagem para carro, travesseiro de encosto de cabeça para assento de carro, travesseiro de viagem ajustável para dormir em carro preto. 
 
 Muito confortável 
 Quando as crianças se apoiam no travesseiro de viagem, o pescoço e a cabeça podem relaxar. 
 Este travesseiro reduz a pressão na coluna cervical e evita a vértebra cervical. 
 
 Feitas de espuma viscoelástica de alta densidade, as laterais do travesseiro não são um forte suporte para a cabeça, mas oferecem conforto. 
 
 A alça ajustável permite que você modifique o comprimento e a altura do encosto de cabeça de acordo com as diferentes alturas. 
 Para ajustes rápidos, você pode verificar o método de ajuste no gráfico correspondente. 
 
 Capa respirável e macia que mantém a circulação do ar. 
 Capa de almofada removível e lavável.",MLB-BABY_PHOTOGRAPHIC_POSITIONERS
False,"O produto é uma tigela de silicone para bebês, que não contém substâncias perigosas como inflamáveis, corrosivos, tóxicos ou outros materiais regulamentados.",MLB50296240,Tigela de silicone Tigela de silicone Placas de silicone para bebês Arcashopping Placas de silicone para bebês Wazones Silicone com ventosa Pratos antiderrapantes de silicone,"DESCRIÇÃO DO PRODUTO 
 
 SILICONE BABY PLATE 
 
 Aderência segura, a base de sucção adere com segurança às superfícies, facilitando a coleta de alimentos pelos bebês. A base de sucção integrada evita tombamentos acidentais, tornando a hora das refeições menos bagunçada e mais agradável para pais e bebês, garantindo uma experiência gastronômica sem estresse. 
 
 Design ergonômico e bordas flexíveis e macias de alta qualidade que se adaptam à alimentação do bebê e promovem a autoalimentação. 
 
 Materiais seguros, 100% silicone de qualidade alimentar, sem PVC, sem BPA, não tóxicos e sem substâncias nocivas. 
 
 Durável e fácil de limpar, adequado para lava-louças, microondas e congeladores para fácil limpeza e uso duradouro. Embora o silicone não deva manchar, é recomendável lavá-lo ou enxaguá-lo imediatamente após o uso com alimentos que normalmente mancham facilmente. 
 
 CONTEÚDO DE COMPRAS 
 
 X1 PRATO DE BEBÊ DE SILICONE",MLB-BABY_PLATES
False,"O produto é um brinquedo educativo para bebês, sem componentes perigosos como baterias de lítio, produtos químicos inflamáveis ou corrosivos.",MLB27859459,Brinquedo Educativo Para Bebê Carrinho Chocalho Baby Fante,"BRINQUEDO DIDÁTICO ELEFANTE MEGA FANTE

Desenvolve a coordenação motora e estimula o tato e a visão.
Com relógio, contadores, argolas e rodas.

Recomendado para bebês maiores de 6 meses, brinquedo que estimulará o aprendizado com as horas, contagem das argolas e cores.

Brinquedo com selo de segurança INMETRO

Dimensões do Produto:

Altura: 25 cm

Largura: 25 cm

Comprimento: 34 cm

Contém: 1 elefantinho mega fante

1 - Imagens e fotos meramente ilustrativas.",MLB-BABY_RATTLES
False,"Adesivos repelentes de citronela para bebês não são considerados materiais perigosos para transporte. A citronela é um óleo natural e a forma de adesivo não apresenta riscos de inflamabilidade, toxicidade ou corrosão significativos.",MLB42389605,Adesivo repelente para bebês Amillus Citronela proteção inseto,,MLB-BABY_REPELLENT_BUTTONS_AND_PATCHES
False,"O produto é um acessório ou um carrinho de bebê com proteção UV, não contendo materiais perigosos como baterias de lítio, líquidos inflamáveis ou substâncias corrosivas.",MLB59974789,"Proteção solar UV para carrinhos de bebê, protetor solar UV e protetor solar, U Fit","Divirta-se passeando com seu bebê em um carro no qual ele viaja com conforto e explora o mundo de sua casa. Feito com materiais de alta qualidade, proporciona segurança e conforto na hora de usá-lo. 
 
 O carrinho de 3 rodas é conhecido por sua força e desempenho. Seus pneus são muito práticos e permitem percorrer diferentes tipos de terreno, pois garantem a máxima aderência, freio no guidão e suspensões para garantir o conforto do bebê. 
 
 Mais recursos 
 Ele se reclina facilmente em diferentes posições, permitindo que você acompanhe seu bebê em diferentes fases da vida diária.",MLB-BABY_STROLLERS
False,"É uma capa de tecido para carrinho de bebê, não contendo materiais perigosos.",MLB29368872,Capa Para Carrinho - Floral Ferrugem,"DESCRIÇÃO:
A Capa de Carrinho é elaborada para proteger o assento onde acomodamos o bebê. Proporciona um maior conforto, protege o tecido original contra possíveis sujeiras e evita que o mesmo rasgue com o tempo. É presa apenas pelo cinto, sendo de fácil remoção caso haja a necessidade de lavagem. É universal, servindo para a maioria dos carrinhos. Vem com marcações para passagem do cinto, o qual deve ser cortada apenas onde haja necessidade.

CONTEÚDO:
01 - Capa de Carrinho- 88 cm x 50 cm

COMPOSIÇÃO:
Tecido Estampado: 100% Algodão
Tecido Liso: 100% Algodão
Enchimento: 100% Poliéster",MLB-BABY_STROLLER_WEATHER_SHIELDS
False,"O produto é um mordedor de silicone para bebês, não contendo substâncias perigosas, inflamáveis, corrosivas, tóxicas ou outros materiais regulamentados.",MLB37723878,Teewer de silicone em forma de celular laranja da FDA - Nuby,"O Mordedor de Silicona com Forma de Celular da Nuby é a escolha perfeita para aliviar as gengivas sensíveis do seu pequeno durante a fase de dentição. Com um design moderno e vibrante na cor laranja, este mordedor não só é visualmente atraente, mas também funcional. Feito de silicone livre de BPA, garante segurança para o seu bebê. É fácil de limpar, pois é apto para lavavajillas, e possui múltiplas superfícies que estimulam a exploração sensorial. Com cerdas massageadoras, proporciona um alívio adicional para as gengivas. Recomendado para bebês a partir de 3 meses até 6 meses, este mordedor é um item novo e não tóxico, ideal para acompanhar o desenvolvimento do seu filho.",MLB-BABY_TEETHERS
False,"É uma toalha de bebê, um produto têxtil que não contém materiais perigosos.",MLB54425559,Toalha de bebês Papi Textil Toalha Banho Infanti Bebe,,MLB-BABY_TOWELS
False,"É uma mochila escolar, não contendo materiais perigosos como inflamáveis, corrosivos ou tóxicos.",MLB65690056,Mochila escolar Home & Co Mochila Escolar con Carro,,MLB-BACKPACKS
False,"O produto é um creme tópico com veneno de abelha para uso cosmético/terapêutico, não se enquadrando nas categorias de materiais perigosos como inflamáveis, corrosivos, tóxicos em concentrações perigosas para transporte, explosivos ou outros regulamentados.",MLB57775183,2 unidades de creme de veneno de abelha Creme de veneno de abelha,"Creme facial com veneno de abelha  
Creme para a pele com veneno de abelha  
Creme calmante para artrite  
Creme para articulações com veneno de abelha  

Características:  
1. A creme reparadora com veneno de abelha utiliza ingredientes naturais como veneno de abelha, mel e óleos essenciais, que podem aliviar as desconfortos articulares, melhorar a flexibilidade articular e aliviar a dor.  
Relaxa todo o corpo e melhora a mobilidade.  
2. A creme reparadora com veneno de abelha é suave e não irritante, adequada para todos os tipos de pele, com uma textura fina e não irritante.  
O bálsamo de calêndula e veneno de abelha de rápida absorção se absorve rapidamente na pele e é aplicado diretamente na área afetada, eliminando as desconfortos.  
3. Adequado para viajantes, estudantes, pessoas idosas, entusiastas do esporte e aposentados.  

Como usar: uma vez ao dia pela manhã e à noite, massageie até ver os efeitos visíveis após o uso durante 3 a 5 dias.  

Especificações:  
Materiais: água, veneno de abelha, glucosamina, calêndula, metilsulfonilmetano, condroitina, vitamina K2  
Tamanho: 5 x 5,2 cm  
Capacidade: 60 g  

Inclui:  
2 cremes reparadores com veneno de abelha.",MLB-BACK_SCRATCHERS
False,"É um brinquedo educativo simples, sem componentes perigosos como baterias, produtos químicos inflamáveis ou tóxicos.",MLB32867632,Divertilaço Brinquedo Educativo Amarrar Tênis E Sapato,"Divertilaço brinquedo educativo de amarrar tênis e sapato

Divertilaço, uma brincadeira para ensinar as crianças a darem lindos laços no sapato.

Aprenda brincando alinhavar desenvolve a coordenação visomotora, atenção, concentração e percepção visual.
O objetivo é a criança passar o cadarço em zigue-zague e a fazer o laço borboleta.
Base com formato de tênis, medidas 26x18 cm.

Este brinquedo estimula e aprimora as atividades sensoriais, desenvolvendo a percepção visual, a criatividade, concentração e coordenação motora.

É um brinquedo educativo, colorido, produzido em madeira.

Acompanha cadarço em cores sortidas.

- medidas aproximadas (c x l x a): 26cm x 18cm x 1cm
- 100% em madeira
- as crianças são atraídas devido ao seu bonito desenho e à sua cor colorida.
- desenvolve talentos e auxilia na concentração
- aprendendo a amarrar o tenis e sapato divertidamente
- ajuda a desenvolver a criatividade da criança

Detalhes do produto:
- modelo: brinquedo divertilaço em madeira
- material: madeira mdf
- dimensões da embalagem: 26 cm x 18 cm x 1 cm (comprimento x largura x altura)
- composição: brinquedo divertilaço pedagógico
- indicado para crianças a partir de 4 anos

Conteúdo da embalagem:
- 1 pé divertilaço pedagógico em madeira
- 1 cadarço de amarrar
- embalagem protetora",MLB-BADMINTON_KITS
False,"O produto é um organizador de sacolas feito de PVC e não contém substâncias perigosas, inflamáveis, corrosivas ou tóxicas.",MLB60695935,Puxa Saco De Gaveta Organizador Compacto Pratico Cor Branco,"PUXA SACO DE GAVETA

DESCRIÇÃO DO PRODUTO:
O Organizador de sacolas tipo puxa-saco é ideal para gavetas, armários e prateleiras.  
Deixe a sua cozinha, lavandeira ou escritório mais organizado.  
Produzido em material tipo PVC impermeável, fácil de limpar.  
Possui fecho e ilhós na saída das sacolinhas.  

Tamanho compacto para gavetas.

CARACTERÍSTICAS:  
Material: PVC  
Altura: 9cm  
Diâmetro: 17cm  

CONTÉM: 1 PEÇA  

INFORMAÇÕES:  
Imagens meramente ilustrativas.  
A tonalidade de cor pode sofrer ligeira variação.",MLB-BAG_DISPENSERS
False,"O produto consiste em tapetes de papel e cestas de silicone para air fryer, que não contêm materiais perigosos como inflamáveis, corrosivos ou tóxicos.",MLB64896712,Kit 4 Tapete Para Forno Papel Azul Redondo Antiaderente Para Air Fryer Mantém A Fritadeira Limpa E Prática,"Kit de Cestas de Silicone para Air Fryer

O Kit de Cestas de Silicone para Air Fryer é perfeito para quem busca mais praticidade, higiene e facilidade no preparo das refeições. Produzidas em silicone resistente ao calor, ajudam a evitar que os alimentos grudem na cesta da air fryer, preservando o aparelho e facilitando a limpeza após o uso.

Reutilizáveis e duráveis, as cestas permitem preparar diversos tipos de alimentos de forma mais organizada, reduzindo o uso de papel descartável ou alumínio. Além disso, auxiliam na circulação do ar quente, mantendo a eficiência do cozimento.

Ideais para uso diário, são práticas, flexíveis e fáceis de lavar, podendo ser utilizadas tanto no preparo quanto no manuseio dos alimentos.

Principais vantagens:

Material em silicone resistente ao calor

Reutilizáveis e duráveis

Antiaderentes

Facilitam a limpeza da air fryer

Uso prático no dia a dia

Ideais para diversos tipos de alimentos

Um acessório indispensável para quem quer mais praticidade e cuidado no preparo das refeições na air fryer.",MLB-BAKING_MATS
False,Fermento químico em pó (fermento em pó) é um ingrediente alimentar comum e não é classificado como material perigoso para transporte.,MLB24736900,Fermento Quimico Em Pó Nita 2kg,,MLB-BAKING_POWDERS
False,"A camiseta é um item de vestuário e não contém substâncias perigosas, baterias ou produtos químicos regulamentados.",MLB54798331,"Camiseta Love - CAMISETA SEM PEDAIS - 076, enrolada 11 na cor rosa",,MLB-BALANCE_BICYCLES
False,"Este produto é uma placa de gerenciamento e proteção de bateria (BMS), não a bateria em si. Componentes e acessórios para baterias de lítio não são considerados materiais perigosos.",MLB64505185,"Nurii Bms Smart, Placa de Equilíbrio Bt, Lifepo4 Li-ion Lto, Placa de Proteção de Bateria, 18650 3s 43s 7s 8s 14s 16s 24s 200a 500a 300a (cor: 8-20s 150a, tamanho: Smart Bms)","Nurii Bms Smart, Bt Balance Board, Lifepo4 Li-ion Lto, placa de proteção de bateria, 18650 3s 4s 7s 8s 14s 16s 24s 200a 500a 300a (cor: 8-20s 150a, Tamanho: Smart Bms) 
 
 Aplicativo para Android e IOS, pesquise BMS no App Market 
 
 Número de cadeias de baterias: 3S a 24S 
 
 Corrente de descarga contínua: até até 450 A 
 
 Corrente máxima de descarga: 90 A a 500 A de acordo com a versão 
 
 Tipo de bateria aplicável: LiIon, LiFePO4, LTO 
 
 Função de comunicação: BT 
 
 Tensão de célula única integrada: faixa de 1V a 5V, precisão inferior a 5mV 
 
 Bateria restante capacidade: erro inferior a 5% 
 
 Consumo de energia: 10 mA em operação, 5 mA em espera 
 
 Opções de corrente máxima de descarga: 90 A a 500 A, com diferentes capacidades de descarga contínua 
 
 Inclui: 1 BMS, 2 sensores NTC, 1 chave ativa, 1 cabo de bateria 
 
 Precauções de fiação: comece de B para B, meça as tensões com um multímetro, conecte B do BMS ao negativo total antes de conectar o cabo de amostragem",MLB-BALANCE_DISCS_AND_HALF_BALLS
False,"Balões de látex não são materiais perigosos. Eles não são inflamáveis, corrosivos, tóxicos, explosivos ou contêm gases comprimidos.",MLB53979248,Balão De Látex Azul Jeans Liso 5 Polegadas 12cm 50unid Azul Jeans Liso,"Apresentamos o Balão de Látex Azul Jeans Liso, uma escolha perfeita para suas celebrações. Cada embalagem contém 50 unidades, garantindo que você tenha balões suficientes para criar arranjos criativos e deslumbrantes. Com dimensões de 5 polegadas (aproximadamente 12 cm quando inflados), esses balões redondos são ideais para eventos como aniversários, festas e decorações em arco. Fabricados em látex de alta qualidade, eles são adequados para serem inflados com ar normal ou até mesmo com hélio, permitindo flutuação. Sua textura lisa e a cor azul jeans trazem um toque sofisticado e elegante. Lembre-se, esses balões não são reutilizáveis e não incluem bateria nem luzes LED. Transforme seu evento em um momento inesquecível com esses balões encantadores e versáteis!",MLB-BALLOONS
